Id,Label,timeset,frequency,type,Degree,Weighted Degree,componentnumber,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,triangles,eigencentrality
Donne-moi des ailes,Donne-moi des ailes,,3,Titel,3,3,0,21,0.12497,0.134864,0.000062,0,0,0.048653
A trois on y va,A trois on y va,,3,Titel,3,3,0,21,0.117153,0.125128,0.000029,0,0,0.019093
Michael Ostrowski,Michael Ostrowski,,3,Schauspieler,3,3,0,18,0.125571,0.133451,0.000247,0,0,0.026353
La Memoire des autres,La Memoire des autres,,3,Titel,3,3,0,21,0.125082,0.134484,0.000093,0,0,0.037932
Izia Higelin,Izia Higelin,,3,Schauspieler,3,3,0,20,0.117391,0.124554,0.000274,0,0,0.017901
Flavio Sala,Flavio Sala,,3,Schauspieler,3,3,222,4,0.5,0.590278,0,0,0,0.00958
Linda Bassett,Linda Bassett,,3,Schauspieler,3,3,0,24,0.095942,0.099995,0.000159,0,0,0.009235
Les Parrains,Les Parrains,,3,Titel,3,3,0,21,0.126191,0.136748,0.000066,0,0,0.055374
La Tres tres grande entreprise,La Tres tres grande entreprise,,3,Titel,3,3,0,21,0.129044,0.141514,0.000171,0,0,0.090674
Siegfried,Siegfried,,3,Titel,3,3,1142,1,1,1,0,0,0,0.005037
3:10 to Yuma,3:10 to Yuma,,3,Titel,3,3,0,21,0.135764,0.148468,0.000072,0,0,0.073833
Hedefim sensin,Hedefim sensin,,3,Titel,3,3,0,23,0.07617,0.078976,0.000319,0,0,0.018734
The Social Network,The Social Network,,3,Titel,3,3,0,21,0.130018,0.140724,0.000062,0,0,0.042005
Nigel Hawthorne,Nigel Hawthorne,,3,Schauspieler,3,3,0,22,0.117406,0.126201,0.000012,0,0,0.015104
Michel vaillant,Michel vaillant,,3,Titel,3,3,0,19,0.135171,0.144171,0.000106,0,0,0.032753
FÃ¼nf Freunde 2,FÃ¼nf Freunde 2,,3,Titel,3,3,666,3,0.5,0.625,0,0,0,0.007932
FÃ¼nf Freunde 3,FÃ¼nf Freunde 3,,3,Titel,3,3,666,3,0.5,0.625,0,0,0,0.006457
Birthday Girl,Birthday Girl,,3,Titel,3,3,0,19,0.143627,0.156217,0.000772,0,0,0.1018
Daniel Prevost,Daniel Prevost,,3,Schauspieler,3,3,0,20,0.119037,0.127356,0.000017,0,0,0.023064
Tilo PrÃ¼ckner,Tilo PrÃ¼ckner,,3,Schauspieler,3,3,0,20,0.10603,0.111451,0.000167,0,0,0.017157
CiarÃ¡n Hinds,CiarÃ¡n Hinds,,3,Schauspieler,3,3,0,22,0.123257,0.132887,0.000033,0,0,0.021438
Les Arbres de josh,Les Arbres de josh,,3,Titel,3,3,1143,1,1,1,0,0,0,0.005037
Meglio gioventu,Meglio gioventu,,3,Titel,3,3,0,21,0.118154,0.125261,0.000083,0,0,0.020911
Celeste & Jesse Forever,Celeste & Jesse Forever,,3,Titel,3,3,0,21,0.123865,0.133194,0.000131,0,0,0.025227
Ice Storm,Ice Storm,,3,Titel,3,3,0,21,0.137332,0.14957,0.000242,0,0,0.070404
Slogans,Slogans,,3,Titel,3,3,1144,1,1,1,0,0,0,0.005037
Ne quelque part,Ne quelque part,,3,Titel,3,3,0,21,0.124176,0.132683,0.000097,0,0,0.021311
Frauen,Frauen,,3,Titel,3,3,0,19,0.115178,0.121398,0.000318,0,0,0.018496
Firestorm,Firestorm,,3,Titel,3,3,0,23,0.116012,0.124124,0.000106,0,0,0.012836
Nathalie,Nathalie,,3,Titel,3,3,0,21,0.142085,0.155247,0.00042,0,0,0.144251
Soldier,Soldier,,3,Titel,3,3,0,19,0.129514,0.138799,0.000147,0,0,0.028101
Karole Rocher,Karole Rocher,,3,Schauspieler,3,3,0,22,0.114491,0.121987,0.000044,0,0,0.014997
The Terminal,The Terminal,,3,Titel,3,3,0,19,0.135887,0.148656,0.000157,0,0,0.083587
Apres la reconciliation,Apres la reconciliation,,3,Titel,3,3,0,21,0.101872,0.106561,0.000106,0,0,0.007639
The Purge: Anarchy,The Purge: Anarchy,,3,Titel,3,3,0,23,0.112714,0.119738,0.00006,0,0,0.0099
A Fabrica de nada,A Fabrica de nada,,3,Titel,3,3,1145,1,1,1,0,0,0,0.005037
The Cold Light of Day,The Cold Light of Day,,3,Titel,3,3,0,21,0.136925,0.150727,0.000128,0,0,0.10204
Bruno Cremer,Bruno Cremer,,3,Schauspieler,3,3,0,20,0.118607,0.125534,0.000089,0,0,0.015655
Ufuk Bayraktar,Ufuk Bayraktar,,3,Schauspieler,3,3,0,22,0.080616,0.083084,0.000818,0,0,0.010002
Daniel Hendler,Daniel Hendler,,3,Schauspieler,3,3,0,26,0.081989,0.084711,0.00053,0,0,0.010331
Rojo,Rojo,,3,Titel,3,3,0,21,0.102929,0.10707,0.000106,0,0,0.008248
Chasing Ice,Chasing Ice,,3,Titel,3,3,1146,1,1,1,0,0,0,0.005037
Dimitri Stapfer,Dimitri Stapfer,,3,Schauspieler,3,3,0,22,0.106321,0.111605,0.000086,0,0,0.012863
Turf,Turf,,3,Titel,3,3,0,21,0.142749,0.15616,0.000396,0,0,0.163822
Knight & Day,Knight & Day,,3,Titel,3,3,0,21,0.132568,0.146109,0.000105,0,0,0.088951
La Nouvelle eve,La Nouvelle eve,,3,Titel,3,3,0,21,0.130739,0.14292,0.000282,0,0,0.110551
What's the Worse That Could Happen?,What's the Worse That Could Happen?,,3,Titel,3,3,0,21,0.124765,0.135665,0.000108,0,0,0.038433
Mimi Branescu,Mimi Branescu,,3,Schauspieler,3,3,0,24,0.100889,0.105695,0.000493,0,0,0.011163
La raison du plus faible,La raison du plus faible,,3,Titel,3,3,0,21,0.121658,0.130117,0.00006,0,0,0.029772
Elena,Elena,,3,Titel,3,3,210,5,0.314286,0.474242,0,0,0,0.005688
Auto Focus,Auto Focus,,3,Titel,3,3,0,21,0.137946,0.150515,0.000231,0,0,0.081645
Drag Me to Hell,Drag Me to Hell,,3,Titel,3,3,0,19,0.119653,0.12797,0.000151,0,0,0.016588
Edgar Selge,Edgar Selge,,3,Schauspieler,3,3,0,18,0.12883,0.136644,0.000232,0,0,0.024821
Jimi Blue Ochsenknecht,Jimi Blue Ochsenknecht,,3,Schauspieler,3,3,814,2,0.6,0.666667,0,0,0,0.008001
Walo LÃ¼Ã¶nd,Walo LÃ¼Ã¶nd,,3,Schauspieler,3,3,0,20,0.122708,0.130144,0.000799,0,0,0.018663
Mongole,Mongole,,3,Titel,3,3,0,21,0.112257,0.118976,0.000106,0,0,0.013756
Hidalgo,Hidalgo,,3,Titel,3,3,0,21,0.128961,0.138916,0.00034,0,0,0.03234
The Return,The Return,,3,Titel,3,3,0,25,0.09576,0.099712,0.000106,0,0,0.006742
Ladder 49,Ladder 49,,3,Titel,3,3,0,21,0.134151,0.146581,0.000117,0,0,0.07519
Mucize,Mucize,,3,Titel,3,3,0,27,0.061404,0.062949,0.000636,0,0,0.006554
Nina Petri,Nina Petri,,3,Schauspieler,3,3,0,22,0.102698,0.107061,0.000263,0,0,0.009574
In the Land of Blood and Honey,In the Land of Blood and Honey,,3,Titel,3,3,0,19,0.1171,0.123271,0.000318,0,0,0.011343
Mangrove,Mangrove,,3,Titel,3,3,0,21,0.110751,0.117673,0.000106,0,0,0.011805
Philippe Graber,Philippe Graber,,3,Schauspieler,3,3,0,22,0.096832,0.10121,0.000201,0,0,0.012179
Pity,Pity,,3,Titel,3,3,1147,1,1,1,0,0,0,0.005037
Die Welle,Die Welle,,3,Titel,3,3,0,19,0.1213,0.129935,0.000195,0,0,0.054838
Dead By Monday,Dead By Monday,,3,Titel,3,3,1033,3,0.545455,0.694444,0,0,0,0.005677
Jackass 3D,Jackass 3D,,3,Titel,3,3,0,23,0.112257,0.119262,0.000031,0,0,0.014754
A travers les branches d'un arbre,A travers les branches d'un arbre,,3,Titel,3,3,1148,1,1,1,0,0,0,0.005037
8 Mm,8 Mm,,3,Titel,3,3,0,21,0.140102,0.153909,0.000269,0,0,0.123322
What If,What If,,3,Titel,3,3,0,21,0.123849,0.133167,0.000087,0,0,0.030888
Good Newwz,Good Newwz,,3,Titel,3,3,0,21,0.113109,0.120205,0.000738,0,0,0.019176
Ted Levine,Ted Levine,,3,Schauspieler,3,3,0,22,0.124284,0.13462,0.000274,0,0,0.028922
Snow Cake,Snow Cake,,3,Titel,3,3,0,21,0.125178,0.135117,0.000123,0,0,0.032117
Anna Foglietta,Anna Foglietta,,3,Schauspieler,3,3,0,20,0.10673,0.112256,0.000052,0,0,0.014719
Country Bears,Country Bears,,3,Titel,3,3,0,21,0.126481,0.137805,0.000106,0,0,0.043008
Munich,Munich,,3,Titel,3,3,0,21,0.140222,0.152068,0.000435,0,0,0.071134
Close to home,Close to home,,3,Titel,3,3,1149,1,1,1,0,0,0,0.005037
Hijos,Hijos,,3,Titel,3,3,0,21,0.108436,0.113965,0.000318,0,0,0.009638
Pirates of the Caribbean 3: At World's End,Pirates of the Caribbean 3: At World's End,,3,Titel,3,3,0,21,0.141126,0.154407,0.000209,0,0,0.127134
The Perfect Storm,The Perfect Storm,,3,Titel,3,3,0,19,0.137724,0.152789,0.00019,0,0,0.140502
When I Saw You,When I Saw You,,3,Titel,3,3,0,23,0.110614,0.116068,0.000106,0,0,0.009473
A boire!,A boire!,,3,Titel,3,3,0,21,0.123624,0.133215,0.000054,0,0,0.04781
Jappeloup,Jappeloup,,3,Titel,3,3,0,19,0.13947,0.151722,0.000197,0,0,0.120792
Unknown (2006),Unknown (2006),,3,Titel,3,3,0,19,0.125906,0.135909,0.000063,0,0,0.035336
Cosi e la vita,Cosi e la vita,,3,Titel,3,3,0,23,0.101309,0.105891,0.000054,0,0,0.014192
Il Comandante e la cicogna,Il Comandante e la cicogna,,3,Titel,3,3,0,19,0.126994,0.135393,0.000445,0,0,0.032957
Istanbul kirmizisi,Istanbul kirmizisi,,3,Titel,3,3,0,25,0.065057,0.066486,0.000106,0,0,0.005808
Le Passager,Le Passager,,3,Titel,3,3,0,21,0.126759,0.136771,0.000085,0,0,0.046244
Vincent Kartheiser,Vincent Kartheiser,,3,Schauspieler,3,3,0,22,0.113067,0.12044,0.000176,0,0,0.012737
The Astronaut Farmer,The Astronaut Farmer,,3,Titel,3,3,0,21,0.124492,0.134683,0.000033,0,0,0.033588
Femen,Femen,,3,Titel,3,3,1150,1,1,1,0,0,0,0.005037
Naissance des pieuvres,Naissance des pieuvres,,3,Titel,3,3,0,19,0.116953,0.123751,0.000106,0,0,0.015946
Das Ende ist Mein Anfang,Das Ende ist Mein Anfang,,3,Titel,3,3,0,19,0.139665,0.149628,0.000943,0,0,0.060965
Essie Davis,Essie Davis,,3,Schauspieler,3,3,0,22,0.113952,0.121459,0.000097,0,0,0.012987
The Fantastic Mr. Fox,The Fantastic Mr. Fox,,3,Titel,3,3,0,19,0.128723,0.139959,0.000068,0,0,0.058516
Olanlar oldu,Olanlar oldu,,3,Titel,3,3,0,25,0.066566,0.068585,0.000106,0,0,0.010139
Chiedimi se sono felice,Chiedimi se sono felice,,3,Titel,3,3,0,21,0.138352,0.150784,0.00018,0,0,0.078628
Mio fratello rincore i dinosauri,Mio fratello rincore i dinosauri,,3,Titel,3,3,0,23,0.104942,0.110453,0.000064,0,0,0.010879
Robert Zimmermann Wundert Sich Ãœber die Liebe,Robert Zimmermann Wundert Sich Ãœber die Liebe,,3,Titel,3,3,0,21,0.109053,0.115042,0.000064,0,0,0.016519
Tony Shalhoub,Tony Shalhoub,,3,Schauspieler,3,3,0,22,0.130539,0.141188,0.000218,0,0,0.033239
Bouboule,Bouboule,,3,Titel,3,3,0,21,0.116777,0.125036,0.00006,0,0,0.024277
Agent Cody Banks,Agent Cody Banks,,3,Titel,3,3,0,23,0.109765,0.117512,0.000061,0,0,0.011373
Der Atmende Gott - Reise Zum Ursprung des Modernen Yogas,Der Atmende Gott - Reise Zum Ursprung des Modernen Yogas,,3,Titel,3,3,1151,1,1,1,0,0,0,0.005037
Sandra Oh,Sandra Oh,,3,Schauspieler,3,3,0,22,0.118247,0.126351,0.0001,0,0,0.015402
Nina Meurisse,Nina Meurisse,,3,Schauspieler,3,3,0,22,0.116552,0.124096,0.000065,0,0,0.016711
Little Tony,Little Tony,,3,Titel,3,3,1152,1,1,1,0,0,0,0.005037
Notre etrangere,Notre etrangere,,3,Titel,3,3,1153,1,1,1,0,0,0,0.005037
Situation amoureuse: c'est complique,Situation amoureuse: c'est complique,,3,Titel,3,3,0,21,0.124139,0.133886,0.000329,0,0,0.03619
Youssef Hajdi,Youssef Hajdi,,3,Schauspieler,3,3,0,20,0.111591,0.117313,0.000465,0,0,0.016025
Sweet 16,Sweet 16,,3,Titel,3,3,0,21,0.110609,0.116156,0.000106,0,0,0.007168
Stella,Stella,,3,Titel,3,3,0,23,0.108433,0.115142,0.000057,0,0,0.01127
Margot at the Wedding,Margot at the Wedding,,3,Titel,3,3,0,21,0.137741,0.152019,0.000288,0,0,0.124692
Emmanuelle Bercot,Emmanuelle Bercot,,3,Schauspieler,3,3,0,20,0.126576,0.134995,0.000073,0,0,0.023592
Tambien la lluvia,Tambien la lluvia,,3,Titel,3,3,0,21,0.125203,0.133697,0.000483,0,0,0.02873
Par suite d'un arret de travail du personnel,Par suite d'un arret de travail du personnel,,3,Titel,3,3,0,21,0.130376,0.140903,0.000179,0,0,0.060739
L' Extraterrestre,L' Extraterrestre,,3,Titel,3,3,0,21,0.126062,0.135706,0.00006,0,0,0.052923
Gianni Di Gregorio,Gianni Di Gregorio,,3,Schauspieler,3,3,0,22,0.088527,0.09162,0.000424,0,0,0.009892
Se dio vuole,Se dio vuole,,3,Titel,3,3,0,21,0.119752,0.127637,0.000149,0,0,0.021559
Le Concile de pierre,Le Concile de pierre,,3,Titel,3,3,0,17,0.150855,0.163747,0.005284,0,0,0.159115
The Dark Is Rising,The Dark Is Rising,,3,Titel,3,3,0,21,0.121331,0.129917,0.000078,0,0,0.019278
Hababam sinifi askerde,Hababam sinifi askerde,,3,Titel,3,3,0,21,0.089927,0.092683,0.000753,0,0,0.00734
The Avengers (1998),The Avengers (1998),,3,Titel,3,3,0,19,0.141813,0.154484,0.000182,0,0,0.087002
David Carradine,David Carradine,,3,Schauspieler,3,3,0,22,0.1279,0.138132,0.000026,0,0,0.030844
Meres et filles,Meres et filles,,3,Titel,3,3,0,19,0.136413,0.1474,0.000116,0,0,0.081674
Drop Dead Gorgeous,Drop Dead Gorgeous,,3,Titel,3,3,0,21,0.117592,0.125708,0.000064,0,0,0.012542
The Green Lie,The Green Lie,,3,Titel,3,3,21,5,0.3,0.43,0,0,0,0.006273
The Great match,The Great match,,3,Titel,3,3,1154,1,1,1,0,0,0,0.005037
Flandres,Flandres,,3,Titel,3,3,1155,1,1,1,0,0,0,0.005037
Ray Stevenson,Ray Stevenson,,3,Schauspieler,3,3,0,22,0.12038,0.129709,0.000067,0,0,0.022447
Arturo Goetz,Arturo Goetz,,3,Schauspieler,3,3,0,24,0.098049,0.102486,0.000879,0,0,0.010477
The Other Side,The Other Side,,3,Titel,3,3,1156,1,1,1,0,0,0,0.005037
Takeshi Kaneshiro,Takeshi Kaneshiro,,3,Schauspieler,3,3,0,22,0.107656,0.113721,0.000103,0,0,0.011952
Romola Garai,Romola Garai,,3,Schauspieler,3,3,0,20,0.127777,0.136879,0.000105,0,0,0.022031
17 filles,17 filles,,3,Titel,3,3,0,23,0.109307,0.114812,0.000106,0,0,0.006508
Zodiac,Zodiac,,3,Titel,3,3,0,21,0.127877,0.13796,0.000106,0,0,0.041726
Russian Ark - Russkij kovcheg,Russian Ark - Russkij kovcheg,,3,Titel,3,3,1157,1,1,1,0,0,0,0.005037
Apres vous,Apres vous,,3,Titel,3,3,0,19,0.137325,0.150057,0.000337,0,0,0.136517
La Solitudine dei numeri primi,La Solitudine dei numeri primi,,3,Titel,3,3,0,19,0.131257,0.140008,0.000541,0,0,0.02981
Fatou N'Diaye,Fatou N'Diaye,,3,Schauspieler,3,3,0,22,0.107679,0.113476,0.000563,0,0,0.015167
Take This Waltz,Take This Waltz,,3,Titel,3,3,0,19,0.129805,0.140832,0.000158,0,0,0.046356
Toute PremiÃ¨re Fois,Toute PremiÃ¨re Fois,,3,Titel,3,3,0,19,0.115463,0.122023,0.000173,0,0,0.016691
Jolly ll.b 2,Jolly ll.b 2,,3,Titel,3,3,0,21,0.113789,0.120916,0.000113,0,0,0.017759
Shallow Hal,Shallow Hal,,3,Titel,3,3,0,21,0.131927,0.144197,0.000086,0,0,0.07604
Hans LÃ¶w,Hans LÃ¶w,,3,Schauspieler,3,3,0,18,0.119158,0.126243,0.00026,0,0,0.023811
Caruso zero in condotta,Caruso zero in condotta,,3,Titel,3,3,1158,1,1,1,0,0,0,0.005037
Winnetoons - die Legende Vom Schatz im Silbersee,Winnetoons - die Legende Vom Schatz im Silbersee,,3,Titel,3,3,0,21,0.092342,0.095827,0.000106,0,0,0.007213
Melanie Laurent,Melanie Laurent,,3,Schauspieler,3,3,0,22,0.128573,0.138096,0.000137,0,0,0.022488
Elizabeth Hurley,Elizabeth Hurley,,3,Schauspieler,3,3,0,22,0.12308,0.132845,0.000038,0,0,0.021123
Michael Wincott,Michael Wincott,,3,Schauspieler,3,3,0,18,0.134846,0.145438,0.000146,0,0,0.039644
Around the World in 80 Days,Around the World in 80 Days,,3,Titel,3,3,0,21,0.121255,0.129739,0.000176,0,0,0.022271
Jannik SchÃ¼mann,Jannik SchÃ¼mann,,3,Schauspieler,3,3,0,22,0.120429,0.128362,0.00101,0,0,0.018841
Lou de LaÃ¢ge,Lou de LaÃ¢ge,,3,Schauspieler,3,3,0,22,0.121956,0.130722,0.0001,0,0,0.026603
The Lodge,The Lodge,,3,Titel,3,3,0,21,0.125605,0.133901,0.000054,0,0,0.01745
Randall Park,Randall Park,,3,Schauspieler,3,3,0,22,0.121624,0.131889,0.000025,0,0,0.029373
Joe Pesci,Joe Pesci,,3,Schauspieler,3,3,0,20,0.133098,0.144388,0.000066,0,0,0.041709
Agata Kulesza,Agata Kulesza,,3,Schauspieler,3,3,0,22,0.111823,0.118049,0.000019,0,0,0.013866
Leelee Sobieski,Leelee Sobieski,,3,Schauspieler,3,3,0,22,0.125025,0.133765,0.000089,0,0,0.021404
William Baldwin,William Baldwin,,3,Schauspieler,3,3,0,22,0.116937,0.125227,0.000217,0,0,0.015343
30 Minutes or Less,30 Minutes or Less,,3,Titel,3,3,0,21,0.128206,0.137965,0.000071,0,0,0.030078
Bahubali: the beginning,Bahubali: the beginning,,3,Titel,3,3,0,25,0.077887,0.080256,0.000053,0,0,0.0086
Banlieue 13 - ultimatum,Banlieue 13 - ultimatum,,3,Titel,3,3,0,25,0.095239,0.099568,0.00008,0,0,0.007349
The Immigrant,The Immigrant,,3,Titel,3,3,0,19,0.143007,0.15664,0.000731,0,0,0.104436
Le Week-End,Le Week-End,,3,Titel,3,3,0,21,0.128227,0.139554,0.000061,0,0,0.044428
Geena Davis,Geena Davis,,3,Schauspieler,3,3,0,20,0.120066,0.128664,0.000199,0,0,0.018541
Populaire,Populaire,,3,Titel,3,3,0,21,0.12948,0.140315,0.000053,0,0,0.049303
The Matchmaker,The Matchmaker,,3,Titel,3,3,0,21,0.110154,0.115813,0.000106,0,0,0.007097
The King of masks (bian lian),The King of masks (bian lian),,3,Titel,3,3,1159,1,1,1,0,0,0,0.005037
Flower Island - Ggot seom,Flower Island - Ggot seom,,3,Titel,3,3,1160,1,1,1,0,0,0,0.005037
Free Rainer,Free Rainer,,3,Titel,3,3,0,17,0.130893,0.140202,0.00035,0,0,0.072151
Lucky luke,Lucky luke,,3,Titel,3,3,0,19,0.129531,0.140302,0.00012,0,0,0.061069
Next,Next,,3,Titel,3,3,0,21,0.139526,0.154462,0.000161,0,0,0.143181
Undercover,Undercover,,3,Titel,3,3,0,23,0.088341,0.091265,0.000106,0,0,0.006341
La Cara oculta,La Cara oculta,,3,Titel,3,3,0,21,0.095665,0.098926,0.000111,0,0,0.007369
Pretty village - pretty flame,Pretty village - pretty flame,,3,Titel,3,3,0,23,0.09021,0.093137,0.000106,0,0,0.007304
Les Petits ruisseaux,Les Petits ruisseaux,,3,Titel,3,3,0,21,0.121423,0.129495,0.000034,0,0,0.019185
Edge of Darkness,Edge of Darkness,,3,Titel,3,3,0,21,0.124953,0.135032,0.00008,0,0,0.032957
The Scorpion King,The Scorpion King,,3,Titel,3,3,0,25,0.096344,0.1013,0.000106,0,0,0.006191
Wide Awake,Wide Awake,,3,Titel,3,3,0,23,0.107925,0.114375,0.000016,0,0,0.009797
Der Schuh des Manitu,Der Schuh des Manitu,,3,Titel,3,3,0,19,0.117756,0.124412,0.000242,0,0,0.016292
Washington Square,Washington Square,,3,Titel,3,3,0,21,0.125989,0.13596,0.00009,0,0,0.031405
Blonde Ambition,Blonde Ambition,,3,Titel,3,3,0,21,0.11951,0.128826,0.000063,0,0,0.021676
Sherlock Holmes,Sherlock Holmes,,3,Titel,3,3,0,21,0.141709,0.156153,0.000119,0,0,0.134112
Cattolica,Cattolica,,2,Titel,2,2,0,19,0.104887,0.109641,0.000053,0,0,0.008183
Suzanne von Borsody,Suzanne von Borsody,,2,Schauspieler,2,2,0,20,0.110106,0.115652,0.000019,0,0,0.009151
Abe,Abe,,2,Titel,2,2,0,25,0.077939,0.079972,0.000053,0,0,0.004586
Karim Jebli,Karim Jebli,,2,Schauspieler,2,2,0,22,0.104474,0.110057,0.000019,0,0,0.010458
Le Violon de rothschild,Le Violon de rothschild,,2,Titel,2,2,1161,1,1,1,0,0,0,0.003207
Quim GutiÃ©rrez,Quim GutiÃ©rrez,,2,Schauspieler,2,2,0,20,0.09003,0.092745,0.000037,0,0,0.006098
Victor Garber,Victor Garber,,2,Schauspieler,2,2,0,20,0.125377,0.135996,0.000006,0,0,0.027438
Jonathan Rhys-Meyers,Jonathan Rhys-Meyers,,2,Schauspieler,2,2,0,22,0.119099,0.127235,0.000008,0,0,0.012732
Ethan Suplee,Ethan Suplee,,2,Schauspieler,2,2,0,22,0.120455,0.129563,0.000008,0,0,0.016613
An Interview with God,An Interview with God,,2,Titel,2,2,0,21,0.120902,0.12944,0.000009,0,0,0.013965
Le Barzellette,Le Barzellette,,2,Titel,2,2,0,23,0.113031,0.118943,0.000053,0,0,0.009391
Manal Issa,Manal Issa,,2,Schauspieler,2,2,0,22,0.109978,0.116275,0.000278,0,0,0.012117
Richard,Richard,,2,Schauspieler,2,2,0,22,0.121925,0.130334,0.000078,0,0,0.013503
Angela,Angela,,2,Titel,2,2,0,21,0.112523,0.118196,0.000022,0,0,0.007617
Vivek Gomber,Vivek Gomber,,2,Schauspieler,2,2,0,26,0.087529,0.090663,0.000133,0,0,0.008099
9 Songs,9 Songs,,2,Titel,2,2,1162,1,1,1,0,0,0,0.003207
Idil Ãœner,Idil Ãœner,,2,Schauspieler,2,2,0,20,0.112654,0.118147,0.000079,0,0,0.009839
Mighty Aphrodite,Mighty Aphrodite,,2,Titel,2,2,0,21,0.130077,0.140807,0.000051,0,0,0.047253
Claire Bodson,Claire Bodson,,2,Schauspieler,2,2,0,22,0.107205,0.11284,0.00025,0,0,0.008782
Voices: Tom Hanks,Voices: Tom Hanks,,2,Schauspieler,2,2,0,24,0.10903,0.115769,0.000005,0,0,0.010158
Douglas Smith,Douglas Smith,,2,Schauspieler,2,2,0,22,0.118742,0.127519,0.000044,0,0,0.016068
Enrico Lo Verso,Enrico Lo Verso,,2,Schauspieler,2,2,0,22,0.082944,0.085413,0.000053,0,0,0.004794
Anna Fischer,Anna Fischer,,2,Schauspieler,2,2,0,20,0.110043,0.115919,0.000006,0,0,0.013455
Gabriela Muskala,Gabriela Muskala,,2,Schauspieler,2,2,0,22,0.100235,0.104441,0.000212,0,0,0.006385
Dante's Peak,Dante's Peak,,2,Titel,2,2,0,21,0.127391,0.137573,0.000062,0,0,0.035658
Woo-sik Choi,Woo-sik Choi,,2,Schauspieler,2,2,0,22,0.098311,0.102953,0.000318,0,0,0.008726
Kristofer Hivju,Kristofer Hivju,,2,Schauspieler,2,2,0,20,0.12512,0.132166,0.000212,0,0,0.013598
Imogen Kogge,Imogen Kogge,,2,Schauspieler,2,2,0,20,0.111256,0.116874,0.000023,0,0,0.009878
Kathy Burke,Kathy Burke,,2,Schauspieler,2,2,0,20,0.114498,0.121331,0.000008,0,0,0.009461
William Mapother,William Mapother,,2,Schauspieler,2,2,0,22,0.121355,0.130274,0.000015,0,0,0.015771
Sullivan Stapleton,Sullivan Stapleton,,2,Schauspieler,2,2,0,22,0.119348,0.126911,0.000042,0,0,0.012977
Ingvar Eggert Sigurosson,Ingvar Eggert Sigurosson,,2,Schauspieler,2,2,0,20,0.104835,0.109235,0.000318,0,0,0.006393
Karl Fischer,Karl Fischer,,2,Schauspieler,2,2,0,20,0.106865,0.111564,0.000222,0,0,0.008644
Astro,Astro,,2,Schauspieler,2,2,0,22,0.120131,0.128057,0.000212,0,0,0.013579
Keegan-Michael Key,Keegan-Michael Key,,2,Schauspieler,2,2,0,22,0.120238,0.128991,0.000013,0,0,0.016165
Bronx-barbes,Bronx-barbes,,2,Titel,2,2,1163,1,1,1,0,0,0,0.003207
Billy Bob Thorton,Billy Bob Thorton,,2,Schauspieler,2,2,0,20,0.124353,0.13395,0.000012,0,0,0.01978
Me Myself and Irene,Me Myself and Irene,,2,Titel,2,2,0,21,0.123916,0.133896,0.000028,0,0,0.029293
A Couch in New York,A Couch in New York,,2,Titel,2,2,0,19,0.142332,0.154903,0.000185,0,0,0.083667
Kerem Can,Kerem Can,,2,Schauspieler,2,2,0,18,0.116118,0.121815,0.005608,0,0,0.009576
Moon Bloodgood,Moon Bloodgood,,2,Schauspieler,2,2,0,22,0.110104,0.116944,0.000212,0,0,0.009008
Noah Emmerich,Noah Emmerich,,2,Schauspieler,2,2,0,20,0.126897,0.136945,0.000016,0,0,0.024221
"Io, l'altro","Io, l'altro",,2,Titel,2,2,0,21,0.11277,0.118658,0.000053,0,0,0.011451
Roberto Herlitzka,Roberto Herlitzka,,2,Schauspieler,2,2,0,20,0.11038,0.115877,0.000159,0,0,0.00853
Monia Chokri,Monia Chokri,,2,Schauspieler,2,2,0,20,0.119317,0.126255,0.00001,0,0,0.011495
Conte d'ete,Conte d'ete,,2,Titel,2,2,0,21,0.121467,0.129365,0.000053,0,0,0.019
Border cafe (cafe transit),Border cafe (cafe transit),,2,Titel,2,2,1164,1,1,1,0,0,0,0.003207
Nichola Burley,Nichola Burley,,2,Schauspieler,2,2,0,20,0.117586,0.123793,0.000062,0,0,0.010666
Jake Thomas,Jake Thomas,,2,Schauspieler,2,2,0,22,0.123452,0.133965,0.000006,0,0,0.021449
Adriana Ugarte,Adriana Ugarte,,2,Schauspieler,2,2,0,20,0.128105,0.13698,0.000262,0,0,0.028011
Martin Adjemian,Martin Adjemian,,2,Schauspieler,2,2,0,26,0.080705,0.083247,0,0,0,0.007233
Emret komutanim-sah mat,Emret komutanim-sah mat,,2,Titel,2,2,0,25,0.067092,0.068589,0.000053,0,0,0.005367
David Strathaim,David Strathaim,,2,Schauspieler,2,2,0,22,0.124888,0.13478,0.000011,0,0,0.023608
Dead Man Walking,Dead Man Walking,,2,Titel,2,2,0,19,0.135256,0.148295,0.000038,0,0,0.082885
Corinna Kirchhoff,Corinna Kirchhoff,,2,Schauspieler,2,2,0,20,0.113749,0.120299,0.000133,0,0,0.013627
Arnaud Valois,Arnaud Valois,,2,Schauspieler,2,2,0,20,0.119289,0.12742,0.000028,0,0,0.018771
O'Shea Jackson Jr.,O'Shea Jackson Jr.,,2,Schauspieler,2,2,0,22,0.121949,0.131489,0.000009,0,0,0.020031
Chambre 212,Chambre 212,,2,Titel,2,2,0,21,0.120667,0.128881,0.000019,0,0,0.029674
